Sample	Population	Latitude	Longitude	Age (BP)	Inversion	Datatype	Genome-Wide Std Dev	H1 Avg CN	H2 Avg CN	H1D	H2D
atp002	Early Farmer	42.35	-3.52	4739.5	H1H1	bam_samples	0.5398	1.8574	1.8487	0	0
DA82	Asia	41.62	74.99	1820	H1H1	bam_samples	0.8954	2.1178	2.1228	-2	-2
R850	Early Farmer	41.6	12.51	2600	H1H1	bam_samples	0.7416	0.0726	0.026	-2	-2
R7	Hunter-Gatherer (W)	41.96	13.54	10681.5	H1H1	bam_samples	0.6654	0.1516	0.098	-2	-2
R30	Early Farmer	41.91	12.47	1450	H1H1	bam_samples	0.6808	0.0825	0.0548	-2	-2
VK572	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	1.0152	5.9842	5.6222	-2	-2
PL_N18	Early Farmer	52.62	18.96	5462.5	H1H1	bam_samples	0.6662	2.1272	2.2189	0	0
MJ-31	Yamnaya	46.97	32	3119.5	H1H1	bam_samples	0.8816	1.9469	2.141	-2	-2
pir001	Early Farmer	37.89	-4.78	3725	H1H1	bam_samples	0.8088	2.5122	2.8004	-2	-2
NIED	Early Farmer	47.98	7.4	2812	H1H1	bam_samples	1.3165	2.6336	2.4088	-2	-2
BERG02-2	Early Farmer	43.22	2.41	5870	H1H2	bam_samples	0.8581	2.3085	3.7778	-2	-2
Vt778	Asia	21.78	104.33	2625	H1H1	bam_samples	0.9596	2.6001	2.6221	-2	-2
R56	Early Farmer	41.69	13.09	595	H1H1	bam_samples	0.7043	0.1413	0.0713	-2	-2
CBV95	Yamnaya	49.36	3.46	4463	H1H1	bam_samples	1.1533	3.4224	3.834	-2	-2
R1283	Early Farmer	41.9	12.47	1091	H1H1	bam_samples	0.7047	0.1878	0.121	-2	-2
R19	Early Farmer	43.72	13.03	7233	H1H1	bam_samples	0.7525	0.1595	0.1091	-2	-2
BurnGround	Early Farmer	51.84	-1.85	5770	H1H1	bam_samples	0.7932	2.5792	2.2103	-1	-1
DA50	Asia	41.43	75.33	2250	H1H1	bam_samples	0.7002	3.2257	3.1364	1	0
STT-A-2	Yamnaya	65.43	-14.4	1000	H1H2	bam_samples	0.8264	3.3629	4.0567	-2	-2
R111	Early Farmer	41.92	12.49	1850	H1H1	bam_samples	0.7328	0.203	0.0919	-2	-2
RISE394	Yamnaya	52.45	55.16	3801.5	H1H1	bam_samples	0.8226	2.2517	2.4035	-2	-2
R26	Early Farmer	40.81	8.44	4150	NA	bam_samples	0.7495	0.0	0.0012	-2	-2
Vim2b	Yamnaya	44.74	21.23	1400	H1H2	bam_samples	0.8556	2.3585	3.4879	-2	-2
R105	Early Farmer	41.89	12.48	1450	H1H1	bam_samples	0.6901	0.0761	0.0515	-2	-2
16.1_raw_merged_f4_sort_rmdup_30bp	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.5873	2.2638	1.9264	0	0
Sandomierz-78_gr-8_sk-3_final	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.7027	1.905	4.1144	0	2
M1489	Yamnaya	53.73	-0.53	2035	H1H1	bam_samples	0.7489	2.1596	2.2495	0	0
ZVEJ26_merge_RG_rmdup_l30_IR_q30	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	1.0246	2.3656	2.573	-2	-2
PS-03	Americas	34.9	-120.65	1465.5	H1H1	bam_samples	1.0392	2.2733	2.4098	-2	-2
R122	Early Farmer	41.76	12.29	1450	H1H1	bam_samples	0.6861	0.1479	0.0838	-2	-2
Coldrum_1	Early Farmer	51.32	0.37	5430	H1H2	bam_samples	0.7451	1.9121	3.4113	0	1
SM-02	Americas	34.03	-120.38	736.5	H1H1	bam_samples	0.6738	1.9188	2.0173	0	0
Koszyce-3_9_final	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.6499	2.0628	2.1203	0	0
R18	Early Farmer	43.72	13.03	7298.5	H1H1	bam_samples	0.7704	0.1335	0.0735	-2	-2
PL_N31	Early Farmer	52.61	18.8	6137.5	H2H2	bam_samples	0.6495	2.1028	4.2347	0	2
M15-1	Asia	43.61	93.17	2250	H1H1	bam_samples	1.1726	3.9228	3.9886	-2	-2
Loschbour	Hunter-Gatherer (W)	49.81	6.4	8050	H1H1	bam_samples	0.5407	2.0704	2.0711	0	0
DA336	Asia	51.7	103.7	4200	H1H1	bam_samples	0.7127	1.9031	2.0371	0	0
R16	Early Farmer	43.72	13.03	7207.5	H1H1	bam_samples	0.7574	0.068	0.0806	-2	-2
YGS-B-2	Yamnaya	65.9	-18.6	1015	H1H2	bam_samples	0.7051	2.1981	3.4901	0	1
DA13	Asia	49.06	75.5	2667	H1H2	bam_samples	0.6684	2.1472	3.0282	0	1
Yamnaya	Yamnaya	49.13	75.85	4902.5	H1H1	bam_samples	0.6155	4.119	4.1734	2	0
DA229	Yamnaya	42.46	69.7	1950	H1H2	bam_samples	0.7132	3.1117	3.156	1	0
Bar31	Early Farmer	40.3	29.61	8278.5	H1H2	bam_samples	0.6562	2.1245	3.3551	0	1
scy305	Early Farmer	46.67	29.8	2254	H1H1	bam_samples	0.8924	3.3057	3.8019	-2	-2
DA361	Asia	53.19	103.37	4161.5	H1H1	bam_samples	0.7246	2.245	2.0926	0	0
IS2	Asia	50.3	81.43	2700	H1H1	bam_samples	1.5039	3.7216	3.2669	-2	-2
DA231	Yamnaya	52.49	76.84	3541.5	H1H1	bam_samples	0.7402	2.3474	2.1612	0	0
NEO246	Americas	66	-170.1	1636	H1H1	bam_samples	0.8071	1.9759	2.001	-2	-2
oll007	Yamnaya	56.01	14.09	4630	H1H1	bam_samples	0.5959	2.1045	1.9751	0	0
DA356	Asia	53.19	103.37	4161.5	H1H1	bam_samples	0.7643	2.2741	2.212	0	0
san216	Early Farmer	42.69	-2.73	5665.5	H1H1	bam_samples	0.7536	3.7105	3.6392	-1	-1
PL_N19	Early Farmer	52.62	18.96	5462	H1H1	bam_samples	0.6704	1.9753	2.299	0	0
SRR8144646	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.6185	2.0981	2.1802	0	0
DA126	Asia	43.39	77.54	1039.5	H1H1	bam_samples	0.8316	2.0345	2.0601	-2	-2
RISE670	Asia	53.16	90.21	3963	H1H1	bam_samples	0.7189	2.099	2.1508	0	0
Rathlin3	Yamnaya	55.29	-6.19	3585	H1H1	bam_samples	0.713	2.251	2.1747	0	0
DA16	Asia	48.49	74.43	2666.5	H1H1	bam_samples	0.6888	2.0325	2.2065	0	0
stg001	Hunter-Gatherer (E)	67.76	14.85	5857	H1H1	bam_samples	0.6242	1.8141	1.8465	0	0
Koszyce-3_5_final	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.641	1.8974	3.1083	0	1
OBE3722	Yamnaya	48.46	7.48	3800	H1H2	bam_samples	1.133	1.7555	4.3744	-2	-2
Mota	Africa	6.8	38.21	4472	H1H1	bam_samples	0.5931	2.1263	2.1595	0	0
R54	Early Farmer	41.69	13.09	595	NA	bam_samples	0.7106	0.0	0.0104	-2	-2
DA337	Asia	51.7	103.7	4330.5	H1H1	bam_samples	0.6798	2.1555	2.1197	0	0
NEO747	Hunter-Gatherer (W)	55.85	12.56	6729	H1H1	bam_samples	0.8607	2.3414	2.609	-2	-2
MA969	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.6627	2.2413	2.2514	0	0
R61	Early Farmer	41.69	13.09	595	H1H1	bam_samples	0.6764	0.1666	0.1127	-2	-2
NEO812	Early Farmer	43.32	2.42	6545	H1H1	bam_samples	0.634	1.9666	2.0749	0	0
R53	Early Farmer	41.69	13.09	595	H1H1	bam_samples	0.6955	0.1265	0.064	-2	-2
DA202	Yamnaya	46.04	53.44	2661.5	H1H1	bam_samples	0.7794	4.3498	4.6348	2	0
mfo	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.5547	2.0093	2.0875	0	0
LugarCanto41	Early Farmer	39.42	-8.82	5950	NA	bam_samples	0.6946	3.1998	3.3446	1	0
RISE496	Yamnaya	52.95	90.19	3287.5	H1H1	bam_samples	0.7466	1.7952	1.9449	0	0
DA250	Asia	51.7	103.7	7391.5	H1H1	bam_samples	0.6988	2.0622	2.0539	0	0
MA2195	Asia	39.35	33.79	500	H1H1	bam_samples	0.6972	2.3055	2.1568	0	0
Carsington_pasture_1	Early Farmer	53.08	-1.64	5538.5	H1H1	bam_samples	0.6342	1.9952	2.0784	0	0
894	Americas	-55.01	-69.07	100	H1H1	bam_samples	0.7689	2.0592	2.2413	0	0
FSS-A-1	Yamnaya	65.32	-19.15	1015	H1H1	bam_samples	0.929	2.958	3.0628	-2	-2
3DT26	Early Farmer	53.96	-1.08	1750	H1H1	bam_samples	0.6826	2.2465	2.2314	0	0
PL_N22	Hunter-Gatherer (W)	52.61	18.9	6291	H1H1	bam_samples	0.6775	2.0342	2.0893	0	0
MA1	Asia	52.9	103.5	24305	H1H1	bam_samples	0.6421	2.2606	2.1614	0	0
RISE552	Yamnaya	46.62	43.33	4446	H1H1	bam_samples	0.7157	2.9838	2.84	1	0
sf9	Hunter-Gatherer (E)	57.47	18.49	9144	H1H1	bam_samples	0.6557	1.9659	2.0557	0	0
DA92	Asia	52.17	77.04	1982.5	H1H1	bam_samples	0.7819	2.0603	2.3798	0	0
VK385	Yamnaya	55.6	11.95	1075	H1H2	bam_samples	0.6674	2.1306	3.1322	0	1
523a_C	Americas	60.26	-150.19	125	H1H1	bam_samples	0.7166	2.2149	2.0472	0	0
Ma554	Asia	5.25	117	415.5	H1H1	bam_samples	1.4522	2.8401	2.4435	-2	-2
SC_1	Americas	32.9	-118.5	950	H1H1	bam_samples	0.8103	1.9841	2.3176	-2	-2
BES1248	Yamnaya	43.36	3.43	2075	H2H2	bam_samples	1.1738	2.743	4.5031	-2	-2
DA179	Asia	49.04	73.62	900	H1H1	bam_samples	0.6726	1.9754	2.0616	0	0
15570A	Yamnaya	52.26	0.07	1482.5	H1H2	bam_samples	0.5514	2.0515	2.7912	0	1
Ma555	Asia	5.41	118.19	375.5	H1H1	bam_samples	0.7298	2.1493	2.1718	0	0
19651	Americas	51.3	-121.77	7619	H1H1	bam_samples	0.6854	2.1314	2.0499	0	0
RISE719	Asia	54.37	91.51	4300	H1H1	bam_samples	0.7237	2.003	2.0664	0	0
EBA1	Asia	51.63	74.66	4111.5	H1H1	bam_samples	0.6534	1.9476	2.0739	0	0
R117	Early Farmer	41.76	12.29	1450	H1H1	bam_samples	0.6969	0.0461	0.0519	-2	-2
RISE664	Asia	53.55	91.03	4282.5	H1H1	bam_samples	0.6414	2.1115	2.1112	0	0
DA358	Asia	53.18	106.96	4709.5	H1H1	bam_samples	0.6947	2.2235	2.2574	0	0
NEO752	Yamnaya	55.62	11.33	3589	H1H1	bam_samples	0.6643	1.9904	2.0668	0	0
ERS1790730	Early Farmer	33.56	35.4	3650	H1H2	bam_samples	0.7066	2.0907	3.314	0	1
Koszyce-3_14_final	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.6525	1.9464	2.1342	0	0
PT2	Early Farmer	43.84	4.03	2375	H1H1	bam_samples	1.3241	4.1998	4.2182	-2	-2
Aveline_1	Early Farmer	51.32	-2.75	5489.5	H1H1	bam_samples	0.7187	2.0782	2.1143	0	0
R81	Early Farmer	41.92	12.49	1850	H1H1	bam_samples	0.7494	0.1688	0.1234	-2	-2
TV3831	Early Farmer	37.94	-7.6	3550	NA	bam_samples	0.6965	2.1963	3.148	0	1
SC-05	Americas	32.9	-118.5	1050.5	H1H1	bam_samples	0.6664	1.9518	1.9518	0	0
DA96	Asia	42.16	77.41	1680	H1H1	bam_samples	0.6888	2.0676	1.8746	0	0
scy311	Early Farmer	46.67	29.8	2246.5	H1H2	bam_samples	0.7952	2.0317	2.0547	0	0
ERS88	Early Farmer	48.42	7.66	2200	H1H1	bam_samples	1.336	2.6184	2.2054	-2	-2
DA99	Asia	42.07	76.96	742	H1H1	bam_samples	0.6766	1.9095	2.0617	0	0
Rathlin2	Yamnaya	55.29	-6.19	3832.5	H1H2	bam_samples	0.6714	1.9579	3.0793	0	1
Motala1	Hunter-Gatherer (E)	58.54	15.05	7568.5	H1H1	bam_samples	0.9319	2.4308	2.6532	-2	-2
Vt777	Asia	20.41	105.27	2264.5	H1H1	bam_samples	0.9363	2.2677	2.2873	-2	-2
NEO309	Asia	56.53	76.67	5826	H1H1	bam_samples	0.6618	2.1369	2.1435	0	0
ber1M	Yamnaya	58.42	15.6	4495	H1H2	bam_samples	0.566	1.9325	2.8952	0	1
DA6	Yamnaya	54.68	90.85	2816.5	H1H1	bam_samples	0.6882	2.1094	2.032	0	0
StPet12_sort_merge_rmdup_l30_IR_q30	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.9351	2.3052	2.1271	-2	-2
Ballynahatty	Early Farmer	54.54	-5.96	5131.5	H1H2	bam_samples	0.6299	2.0612	2.1332	0	0
cha	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.7996	2.2812	2.4111	0	0
SSG-A-3	Yamnaya	65.77	-18.21	1025	H1H1	bam_samples	2.6444	7.2005	6.6965	-2	-2
DA9	Yamnaya	54.68	90.85	2816.5	H1H1	bam_samples	0.6899	3.0848	3.3687	1	0
Bon001	Early Farmer	37.75	32.86	10032	H1H2	bam_samples	2.8515	2.1572	3.634	-2	-2
R475	Early Farmer	42.09	11.77	2600	H1H1	bam_samples	0.6936	0.16	0.0981	-2	-2
DA220	Yamnaya	43.22	77.85	2150	H1H2	bam_samples	0.772	2.0234	3.3159	0	1
RISE662	Asia	53.55	91.03	4069.5	H1H1	bam_samples	0.7521	2.0687	2.045	0	0
DA47	Asia	41.43	75.33	2075.5	H1H1	bam_samples	0.705	1.9387	1.98	0	0
R132	Early Farmer	41.89	12.5	1719	H1H1	bam_samples	0.686	0.0626	0.0437	-2	-2
RISE511	Yamnaya	54.36	90.92	4744	H1H1	bam_samples	0.6795	2.7282	2.9108	1	0
DA27	Asia	52.84	62.89	1591.5	H1H1	bam_samples	0.6635	2.0512	2.1209	0	0
ERR3262748	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.884	2.0335	2.1765	-2	-2
R49	Early Farmer	41.84	12.55	1750	H1H1	bam_samples	0.6912	0.2083	0.1573	-2	-2
ERR3262756	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.8455	3.2164	4.2853	-2	-2
Yana	Asia	70.72	135.42	31950	H1H1	bam_samples	0.6334	1.8709	1.9451	0	0
MA577	Americas	-53.26	-70.45	100	H1H1	bam_samples	0.6759	2.1406	2.1287	0	0
DA246	Asia	51.7	103.7	7726.5	H1H1	bam_samples	0.6432	2.0361	2.2272	0	0
R835	Early Farmer	43.31	13.65	1813.5	H1H1	bam_samples	0.7477	0.0863	0.0735	-2	-2
tem002	Yamnaya	52.99	58.12	1790	H1H2	bam_samples	0.7368	2.0436	3.1832	0	1
MA2205	Early Farmer	39.35	33.79	3800	H1H1	bam_samples	0.7085	3.3836	3.2788	1	0
mur003	Yamnaya	53.94	55.75	3734	H2H2	bam_samples	0.5794	1.9923	3.9112	0	2
DA128	Asia	43.52	77.76	720	H1H1	bam_samples	0.7281	2.3351	2.2395	0	0
Sumidouro4	Admixed	-19.54	-43.94	10095.5	H1H1	bam_samples	0.7184	1.9677	2.3416	0	0
NEO250	Americas	66	-170.1	2155	H1H1	bam_samples	0.8233	2.2104	2.1412	-2	-2
Ker1	Early Farmer	45.39	36.46	1621.5	H1H2	bam_samples	0.7753	3.3917	4.6028	1	1
kol6	Early Farmer	50.03	15.2	6690	H1H1	bam_samples	0.5949	3.2408	3.2491	1	0
6DT21	Yamnaya	53.96	-1.08	1750	H1H1	bam_samples	0.6786	3.1008	3.4406	1	0
VK574	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.6734	3.3723	3.1649	1	0
ans008	Early Farmer	57.34	18.26	5135	H1H1	bam_samples	0.5743	2.0777	2.1446	0	0
PER3023	Hunter-Gatherer (W)	45.77	0.33	9067	H1H1	bam_samples	1.1228	2.52	2.516	-2	-2
MA2206	Early Farmer	39.35	33.79	3800	H2H2	bam_samples	0.7592	2.0611	4.3587	0	2
MJ-13	Yamnaya	50.21	35.29	2527.5	H1H1	bam_samples	0.85	2.2921	2.0832	-2	-2
MKR-A-1	Yamnaya	65.65	-17.31	1015	NA	bam_samples	3.4429	3.4741	3.9594	-2	-2
DAV-A-8	Yamnaya	65.97	-18.53	1000	H1H1	bam_samples	0.7801	2.4223	2.4001	0	0
A460	Americas	-50.1	-75.24	4640	H1H1	bam_samples	0.6241	1.9978	2.0638	0	0
R63	Early Farmer	41.69	13.09	960	H1H1	bam_samples	0.6659	0.1471	0.0931	-2	-2
12881A	Yamnaya	52.08	0.18	1232	H1H1	bam_samples	0.5695	3.0159	2.8627	1	0
MJ-41	Yamnaya	53.09	58.66	2524.5	H1H1	bam_samples	0.7371	2.1541	2.1799	0	0
VK559	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.9113	3.5035	3.2998	-2	-2
DA66	Asia	41.5	75.79	1489	H1H1	bam_samples	0.7725	2.3985	2.3706	0	0
MDV248	Early Farmer	49.42	4.01	7015.5	H1H2	bam_samples	1.3011	2.9006	3.3913	-2	-2
CT-01	Americas	33.38	-118.42	413.5	H1H1	bam_samples	0.6707	1.9908	1.9934	0	0
NEO932	Hunter-Gatherer (W)	55.25	11.23	7499	H1H1	bam_samples	0.6584	2.0978	2.1856	0	0
RISE509	Yamnaya	54.36	90.92	4732	H1H1	bam_samples	0.6721	1.8632	1.9527	0	0
DA143	Yamnaya	47.29	39.54	1933	H1H1	bam_samples	0.742	3.12	3.4106	1	0
Ust_Ishim	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.5253	2.0256	2.0256	0	0
ans016	Early Farmer	57.34	18.26	4646	H1H1	bam_samples	0.8696	2.5867	2.6921	-2	-2
5832	Americas	-53.14	-73.86	7292.5	H1H1	bam_samples	0.6689	2.1437	2.1857	0	0
DA59	Admixed	41.5	75.8	2281	H1H1	bam_samples	0.7107	2.1082	2.1963	0	0
R17	Early Farmer	43.72	13.03	7223.5	H1H1	bam_samples	0.7574	0.1982	0.1285	-2	-2
Vt781	Admixed	19.79	105.85	2249	H1H1	bam_samples	0.9494	2.2227	2.1535	-2	-2
scy301	Yamnaya	46.67	29.8	2247.5	H1H1	bam_samples	0.6188	2.1027	2.1776	0	0
NOR3-6	Yamnaya	48.45	7.67	2510	H1H2	bam_samples	1.1715	2.4477	3.4951	-2	-2
DA203	Asia	43.2	76.98	850	H1H1	bam_samples	0.7156	1.9115	2.1833	0	0
Motala12	Hunter-Gatherer (E)	58.54	15.05	7626	H1H1	bam_samples	0.5659	1.9652	1.9676	0	0
6DT18	Yamnaya	53.96	-1.08	1750	H1H2	bam_samples	0.6838	3.0988	4.5589	1	1
DA198	Early Farmer	46.34	20.16	2453	H1H2	bam_samples	0.7143	1.9666	3.3207	0	1
KOV-A-2	Yamnaya	64.11	-21.91	236	H1H1	bam_samples	1.0411	3.7949	3.9878	-2	-2
SRR8144649	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.9512	2.2286	2.1551	-2	-2
US-14	Yamnaya	41.43	-74.95	290.5	H1H1	bam_samples	0.8476	3.2967	3.4633	-2	-2
DA7	Asia	54.68	90.85	2816.5	H1H1	bam_samples	0.7297	4.2631	4.4334	2	0
PL_N17	Yamnaya	52.66	18.88	3845.5	H1H2	bam_samples	0.6559	2.0455	3.1959	0	1
BLP10	Early Farmer	49.39	3.74	6052	H1H1	bam_samples	1.0139	3.2173	2.5336	-2	-2
VK415	Yamnaya	60.29	10.63	950	H1H1	bam_samples	0.6832	2.1911	2.1562	0	0
M819	Asia	43.61	93.17	2250	H1H1	bam_samples	0.7343	3.2642	3.329	1	0
new	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.5418	1.9823	1.9794	0	0
oll009	Yamnaya	56.01	14.09	3790	H1H1	bam_samples	0.7369	2.2629	2.0292	0	0
MA973	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.584	2.22	2.1398	0	0
R126	Early Farmer	41.68	13.15	1663	H1H1	bam_samples	0.6975	0.1411	0.0862	-2	-2
Bon002	Early Farmer	37.75	32.86	10078	H1H1	bam_samples	1.6562	3.0112	2.8323	-2	-2
3DT16	Yamnaya	53.96	-1.08	1750	H2H2	bam_samples	0.7245	2.1822	3.3419	0	1
Motala2	Hunter-Gatherer (E)	58.54	15.05	7594.5	H1H1	bam_samples	1.0106	2.2868	1.8509	-2	-2
SRR6703603	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.6571	2.8341	3.8758	1	1
Th519	Asia	19.3	97.97	1720	H1H1	bam_samples	0.8612	2.2683	2.3621	-2	-2
MJ-06	Yamnaya	49.32	35.37	4629.5	H1H2	bam_samples	0.9246	2.4752	3.8009	-2	-2
Yana_Young	Asia	70.72	135.42	799	H1H1	bam_samples	0.6621	2.1274	2.1572	0	0
kzb005	Admixed	53.94	55.75	3736.5	H1H1	bam_samples	0.6564	3.1203	3.0769	1	0
NEO298	Asia	53	103.7	4614	H1H1	bam_samples	0.6546	2.1866	2.1317	0	0
R1545	Early Farmer	42.2	12.33	1749.5	H1H1	bam_samples	0.6838	0.1264	0.1123	-2	-2
ERS1790732	Early Farmer	33.56	35.4	3650	H1H1	bam_samples	0.6917	2.1902	2.1974	0	0
EKA1	Yamnaya	58.37	26.71	4240	H1H1	bam_samples	0.5719	2.1158	2.1319	0	0
R114	Early Farmer	41.92	12.49	1850	NA	bam_samples	0.6886	0.0	0.0056	-2	-2
DA26	Yamnaya	52.18	64.54	2000	H1H2	bam_samples	0.7265	3.0622	3.9559	1	1
RISE681	Asia	53.71	90.36	4300	H1H1	bam_samples	0.7386	2.2339	2.3546	0	0
R113	Early Farmer	41.92	12.49	1850	H1H1	bam_samples	0.7294	0.0534	0.0398	-2	-2
Rathlin1	Yamnaya	55.29	-6.19	3905.5	H1H1	bam_samples	0.6195	3.041	3.1314	1	0
895	Americas	-55.01	-69.07	100	H1H1	bam_samples	0.8027	1.9214	2.0882	0	0
PEI2	Early Farmer	43.14	2.25	4385.5	H1H2	bam_samples	0.9653	2.4704	4.4172	-2	-2
oll010	Yamnaya	56.01	14.09	3720	H1H1	bam_samples	1.0476	2.1394	2.3916	-2	-2
RISE677	Asia	53.71	90.36	4482	H1H1	bam_samples	0.8392	2.196	2.3439	-2	-2
VK541	Yamnaya	50.74	25.32	250	H1H2	bam_samples	0.6513	2.0239	3.012	0	1
R106	Yamnaya	41.89	12.48	1450	H1H1	bam_samples	0.6955	0.2243	0.1784	-2	-2
PL_N26	Early Farmer	50.67	21.38	6151	H1H1	bam_samples	0.6644	2.0652	2.2087	0	0
ERS1790731	Early Farmer	33.56	35.4	3750	H1H2	bam_samples	0.6788	2.1795	3.4134	0	1
R131	Early Farmer	41.92	12.49	1850	H1H1	bam_samples	0.7389	0.098	0.0996	-2	-2
890	Americas	-55.01	-69.07	100	H1H1	bam_samples	1.2353	2.7813	2.5956	-2	-2
R64	Early Farmer	41.69	13.09	840	H1H1	bam_samples	0.6684	0.3166	0.2214	-2	-2
PL_N28	Early Farmer	52.61	18.8	6073.5	H1H1	bam_samples	0.6711	3.1987	3.2571	1	0
Vt833	Asia	20.41	105.27	4148.5	H1H1	bam_samples	0.9567	2.0453	2.8134	-2	-2
RISE98	Yamnaya	55.38	13.45	4103.5	H1H2	bam_samples	0.6523	1.8618	2.8904	0	1
WET370	Early Farmer	48.06	7.3	5521	H1H2	bam_samples	1.102	2.3191	3.4904	-2	-2
ZVEJ31_all_merge_RG_rmdup_l30_IR_q30	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.6864	2.0974	2.2912	0	0
Th531	Admixed	19.3	97.97	1614	NA	bam_samples	1.5918	2.8324	3.131	-2	-2
sf11	Admixed	57.47	18.49	8891.5	NA	bam_samples	1.2713	3.0569	2.8566	-2	-2
ZVEJ28_all_merge_RG_rmdup_l30_IR_q30	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.9157	3.3949	3.3883	-2	-2
6DT22	Yamnaya	53.96	-1.08	1750	H1H1	bam_samples	0.6822	3.1828	3.2357	1	0
SN-51	Admixed	33.26	-119.54	1489	H1H1	bam_samples	0.8503	2.4498	2.2825	-2	-2
R128	Early Farmer	41.68	13.15	1750	H1H1	bam_samples	0.7048	0.056	0.052	-2	-2
DA15	Asia	48.48	74.42	2667.5	H1H1	bam_samples	0.8493	2.0814	2.3466	-2	-2
Lovelock3	Americas	39.96	-118.56	627	H1H1	bam_samples	0.6168	1.9867	2.0151	0	0
NEO632	Early Farmer	39.65	-8.42	7349	H1H1	bam_samples	0.6827	2.3331	2.3324	0	0
MX_1	Americas	32.56	-116.2	2700	H1H1	bam_samples	0.9534	2.4613	2.4718	-2	-2
DA101	Asia	42.16	77.41	1712.5	H1H2	bam_samples	0.6471	1.8842	2.9305	0	1
ERR3262719	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.7323	2.2439	3.3144	0	1
DA81	Asia	41.62	74.99	1766.5	H1H2	bam_samples	0.6708	1.8631	2.9957	0	1
DA252	Asia	51.7	103.7	7340.5	H1H1	bam_samples	0.6483	2.0404	2.1354	0	0
VK575	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.7793	1.9307	2.2018	0	0
In661	Admixed	4.65	96.86	1871.5	H1H1	bam_samples	1.945	2.5645	2.7061	-2	-2
ERS3189333	Admixed	33.56	35.4	1628	H1H2	bam_samples	0.6965	2.0551	3.0308	0	1
Kumtepe006	Admixed	39.95	26.2	6682	H1H2	bam_samples	1.0015	1.7378	3.6733	-2	-2
VK1	Yamnaya	60.99	-45.42	850	H2H2	bam_samples	0.6765	1.723	3.4667	0	1
Bar8	Early Farmer	40.3	29.61	8071	H1H1	bam_samples	0.644	3.205	3.3829	1	0
DA245	Asia	51.7	103.7	7940.5	H1H1	bam_samples	0.654	2.0384	2.1104	0	0
DA54	Asia	41.43	75.33	1682	H1H1	bam_samples	0.8545	2.2614	2.2948	-2	-2
8.4_1st_2nd_merged_cutadapt_raw_F4_sort_rmdup_30bp	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.5247	2.0653	1.9793	0	0
NW54	Early Farmer	48.99	12.15	1490.5	H2H2	bam_samples	1.0589	2.1987	3.9155	-2	-2
DA104	Asia	42.16	77.41	1773.5	H1H1	bam_samples	0.6805	3.2265	3.1586	1	0
scy010	Yamnaya	46.32	29.47	2618.5	H1H1	bam_samples	0.6913	2.0938	2.2723	0	0
Klei10	Early Farmer	40.26	21.74	6062.5	H1H1	bam_samples	0.6568	2.9932	3.2158	1	0
RISE489	Early Farmer	45.26	10.38	4693	H1H1	bam_samples	0.7581	2.2486	2.0494	0	0
DA86	Asia	42.08	76.97	1501	H1H1	bam_samples	0.7525	2.06	2.192	0	0
VDP-A-5	Yamnaya	65.42	-20.29	1000	H1H1	bam_samples	0.7727	4.3567	3.9499	2	0
R15	Hunter-Gatherer (W)	41.96	13.54	9124.5	H1H1	bam_samples	0.6701	0.1523	0.0917	-2	-2
